freq,Vs_3w,Vs_3w_o,Vs_1w,Vs_1w_o,Vsh_1w,Vsh_1w_o
406.38055043380825,-0.004808595365853658,0.00022576589024390244,0.8426552,-0.0005493201,0.00284196425,0.0
456.54796280755755,-0.00480008187804878,0.00024344439024390246,0.842600888888889,-0.0006103553,0.0028419642222222226,2.1192922222222225e-07
512.908509330053,-0.004791429341463415,0.0002626577390243902,0.8426170125000001,-0.0006103553,0.002842679625,2.38420375e-07
576.2267283493879,-0.004780496487804878,0.00028266165365853656,0.8425941,-0.0006103553,0.0028419643333333334,1.0596461111111113e-06
647.3615399712073,-0.004769983195121951,0.00030503806829268297,0.8425941,-0.0007324256,0.0028428121111111113,2.1192922222222225e-07
727.2778974247633,-0.004759097487804878,0.00033071751219512194,0.8425941,-0.0007934608,0.0028413283333333333,4.238584444444445e-07
817.0598767824695,-0.004748071975609756,0.00035923471951219515,0.8425941,-0.0008544959,0.002842176,2.1192922222222225e-07
917.925382596748,-0.004734859707317073,0.0003910548414634146,0.8425941,-0.0009155310999999998,0.0028417523333333335,1.4835045555555558e-06
1031.2426689380966,-0.004720997073170732,0.0004245962878048781,0.8425941,-0.00097657,0.002842388111111111,1.4835045555555558e-06
1158.548899944469,-0.004705645073170732,0.00046213846341463415,0.8425864750000001,-0.00109864,0.002842388111111111,2.1192906666666666e-06
1301.571001658303,-0.0046885255609756095,0.0005044741853658536,0.8425398777777778,-0.001220711,0.0028419643333333334,2.9670091111111115e-06
1462.2490880091452,-0.00467033587804878,0.0005525300463414634,0.84257885,-0.001403816,0.0028421763333333332,3.602796777777778e-06
1642.7627787184701,-0.00464791243902439,0.000604447143902439,0.8425331,-0.001586922,0.002842918,2.8610445000000003e-06
1845.560766132584,-0.004622652292682927,0.0006611559073170732,0.8424653111111111,-0.001770027,0.0028417524444444443,4.4505090000000005e-06
2073.394032061649,-0.00459529812195122,0.0007252148975609755,0.842411,-0.00195314,0.0028433948750000004,4.7684005e-06
2329.35316521571,-0.004561198048780488,0.0007959263634146341,0.8424381555555556,-0.002197281,0.002842202875,6.6757639999999995e-06
2616.9102854536995,-0.004522213682926829,0.0008721272829268293,0.842411,-0.002380386,0.0028415403333333336,6.993663555555556e-06
2939.966143553497,-0.004476670024390244,0.0009563762317073171,0.84235,-0.002685562,0.0028428119999999997,9.112945999999998e-06
3302.9030354176994,-0.004423171219512195,0.0010458395853658537,0.842243175,-0.002990738,0.002843024111111111,9.536801222222222e-06
3710.6442485033795,-0.00435915856097561,0.0011451611707317072,0.8422075666666667,-0.003234878,0.002843659888888889,1.144415e-05
4168.7208468746185,-0.004294867268292683,0.0012587644390243903,0.8421059,-0.0037231590000000006,0.00284363325,1.1205731375e-05
4683.346700825936,-0.0041976388780487804,0.001359947,0.8420176888888888,-0.00402835,0.002844587125,1.2874662500000001e-05
5261.50277886354,-0.004094362804878049,0.0014756439512195122,0.8419685499999999,-0.004455596,0.002844719555555556,1.4623098888888889e-05
5911.031845476361,-0.003973223048780488,0.0015928299268292687,0.8418617,-0.005004913,0.002846202777777778,1.5258901111111112e-05
6640.744849284788,-0.0038334601707317078,0.0017115505609756098,0.8418007,-0.005615264,0.0028469708750000003,1.7166251249999997e-05
7460.540444736607,-0.0036736612439024386,0.0018269680975609756,0.8416447111111112,-0.006110326777777778,0.0028472095,1.978885625e-05
8381.539268677861,-0.0034914864390243904,0.001937966804878049,0.8415497222222222,-0.006774932,0.002846970875,2.1934625e-05
9416.23479327833,-0.003290516804878049,0.0020363189268292683,0.8413734,-0.007446319,0.0028485340000000002,2.352408333333333e-05
10578.66280165169,-0.0030696832439024387,0.0021203819512195118,0.841182675,-0.008239806,0.002848110111111111,2.4159866666666665e-05
11884.591785129807,-0.0028334511707317073,0.002184812829268293,0.8408919777777778,-0.009033263,0.0028484015,2.6226162500000004e-05
13351.736844955682,-0.002566236219512195,0.002234822682926829,0.8408241,-0.01000983,0.002848322,2.9034230000000003e-05
15000.0,-0.0023218629512195125,0.0022324036341463413,0.8408784111111111,-0.010945697777777779,0.0028484015,3.4332510000000004e-05
